,CustomerID,Age,Gender,Annual_Income_000s,Avg_Monthly_Spend,Purchase_Frequency_per_Month,Avg_Basket_Value,Online_Purchase_Pct,Discount_Sensitivity,Brand_Loyalty_Score,added_Cluster
398,399,44,M,44.3,1948,1.8,1522,20.3,1.9,2.1,2
399,400,56,F,94.4,16856,2.4,3629,67,2.3,7.2,1
400,401,31,F,68,13954,6.6,2833,44.1,2.4,8.4,1
401,402,21,M,32.9,1840,1,2441,2,3.5,4.4,2
402,403,44,M,38.7,1221,1.5,1623,35.6,3.6,2.6,2
403,404,54,M,65.5,12746,6.4,2424,45.8,4,7.3,1
404,405,32,F,47.8,3062,1.7,2509,7.9,6,1.6,2
405,406,43,M,34.2,9716,10.8,895,54.6,8.7,7.5,2
406,407,33,F,73,1837,0.7,2439,23.8,2.4,3.8,2
407,408,62,M,31.2,2801,0.6,1544,32.9,4.7,1.9,2
408,409,42,F,37.2,1896,1.9,2582,35.4,5.4,3,2
409,410,60,F,29.1,8951,4.9,576,52.1,9.4,5.3,2
410,411,61,M,90.6,21250,2.6,6099,79.8,1.6,6.5,1
411,412,59,M,50.6,11281,6.8,2297,57.7,5.1,8.6,2
412,413,21,F,39.7,10938,8.3,1099,77,8.7,4.3,2
413,414,30,M,61.3,12560,6.6,2006,39.3,3.1,7.7,1
414,415,37,F,68.4,13588,4.5,2085,50.8,2.9,7.5,1
415,416,26,F,85.1,16612,2.1,5492,85.5,1,7.9,1
416,417,61,M,42.2,2510,1.4,1389,29.5,4.6,1.9,2
417,418,27,F,37,9479,11.4,1065,63.8,7,5.2,2
418,419,30,F,105.6,16365,3.3,5165,72,3.8,7,1
419,420,22,F,49.7,3211,1.1,1500,24,2.2,2.5,2
420,421,30,M,42.3,8958,11.4,578,84.9,8,5.2,2
421,422,53,F,88.9,17060,3.1,5891,87.3,4,7.1,1
422,423,35,F,72.5,14546,6,1947,38.1,2.5,8.7,1
423,424,32,M,65.2,13805,3.8,2564,45.5,3.8,9.2,1
424,425,57,F,60.6,2976,0.9,1553,15.6,3.2,2.5,2
425,426,33,F,23.8,8297,11.3,710,53.9,8.7,5.3,2
426,427,41,M,39.9,8857,10.9,480,53.7,9,3.6,2
427,428,21,F,60.1,13917,5.4,3000,42.4,3.9,8.3,1
428,429,25,M,50.1,12044,6.1,1737,55.6,5.8,10,1
429,430,36,F,58.3,15769,8.3,2019,32,4.8,8.3,1
430,431,40,F,71.1,14702,7.5,2710,58.2,3.8,7.5,1
431,432,64,F,54.7,10498,5.8,2294,21.3,4.1,8.4,2
432,433,62,M,31,7496,9.9,735,50.2,8.8,3.7,2
433,434,30,M,47,10844,9.1,890,57.7,7.3,5.1,2
434,435,35,M,51.1,12615,4.2,1930,49.5,2.5,8.2,1
435,436,22,M,100.4,20070,2.2,5739,74.1,1,8.8,1
436,437,30,M,89.2,16364,2.7,3749,76.1,5.2,6.1,1
437,438,28,F,31.7,12310,7.5,1148,66.8,8.6,7.7,1
438,439,49,M,70.1,11513,7.6,2358,39.6,3.8,8.2,2
439,440,57,F,92.3,15842,1.9,5277,81.9,4.2,7.9,1
440,441,38,F,33.1,10097,6.6,763,54.3,7.6,5.8,2
441,442,38,M,97.8,18133,3.5,5254,87.6,2.1,8.1,1
442,443,64,F,91.2,18789,2.2,6376,67.8,1.8,6.9,1
443,444,32,F,33.8,2549,1.3,1927,17.2,3.3,1,2
444,445,59,M,47.8,2817,0.3,925,32.6,6.2,3.1,2
445,446,60,M,60,15797,5.3,2032,60.4,2.7,8.6,1
446,447,59,F,80.3,16304,1.9,5459,65.7,1.8,5.5,1
447,448,27,F,64.1,17336,5,1593,57.9,1.2,8.5,1
448,449,25,F,97.6,19477,3.3,6241,81.3,1,7.5,1
449,450,28,F,103.9,20532,4.1,4649,79.7,1.6,6.7,1
450,451,43,F,29.5,9317,10.2,1174,55.1,9.7,4,2
451,452,42,M,90.1,19087,4.4,4863,81.6,2.5,4.1,1
452,453,33,M,52.6,2006,2.4,1394,18.3,6.4,1,2
453,454,27,M,89.5,18573,3.3,6096,76.2,1.8,7.2,1
454,455,45,M,41.8,9702,5.4,1198,68.2,8.6,4.4,2
455,456,50,M,34.4,7434,8.3,865,74.7,6.5,2.1,2
456,457,42,M,55.1,13803,9.8,2699,55.2,3.2,9.7,1
457,458,42,M,22.4,7508,10.9,783,59.7,7.9,6.9,2
458,459,21,F,74.8,14667,5.9,1636,46.6,3.3,8.7,1
459,460,38,F,79.7,16238,3.5,6178,70.7,1.5,7,1
460,461,60,F,37.5,3707,1.6,1970,21.4,5.9,3.3,2
461,462,29,M,59.3,2549,0.9,1956,23.8,4.4,2.3,2
462,463,22,F,34.3,10150,9.5,857,40.6,8.9,4.2,2
463,464,26,F,91.7,13639,5.4,5541,74.1,3.4,7.8,1
464,465,36,F,52.2,15376,7.4,1715,60.6,5.9,10,1
465,466,32,M,81.4,18740,2.1,6758,77.2,1.3,7.2,1
466,467,37,M,48,2942,0.2,2216,24.5,6.2,5,2
467,468,43,M,90,18029,2.6,5163,71.1,4,6.2,1
468,469,24,F,103,17259,1.3,4251,85,1.1,6.7,1
469,470,40,M,106.2,18136,3.7,5525,69.4,2.1,6.6,1
470,471,21,M,35.8,9021,7.5,846,67.3,9.4,3.1,2
471,472,37,M,63.4,17284,5.2,1903,42.4,5.4,8.2,1
472,473,56,F,87.1,18346,2.6,5756,76.4,3.3,6,1
473,474,63,F,43.8,8611,10,1099,36.5,7.2,4.7,2
474,475,40,F,34.8,13219,10.5,834,46.9,9.1,6,1
475,476,38,M,43.9,9907,9.9,1128,61.9,8.2,2.9,2
476,477,49,M,94,20474,2.8,4604,88.5,1.3,9.2,1
477,478,54,F,28.9,8214,8.5,957,66.6,8.7,6.2,2
478,479,63,M,41.1,9351,7.1,1091,46,8.6,5.5,2
479,480,51,F,38.2,8853,9.8,852,39.7,8,4,2
480,481,34,M,53.5,2379,0.3,1500,12.2,4.6,3.6,2
481,482,45,F,59.7,13017,3.8,2291,47.3,4.7,10,1
482,483,48,F,32,1552,1.4,1830,33.1,1.8,3.8,2
483,484,59,F,32,9352,7.9,520,61.1,8.5,4.2,2
484,485,31,F,41.9,8191,7.6,1038,55.5,8.1,4.2,2
485,486,64,M,37.9,9153,9.4,1011,56.4,8.5,2.6,2
486,487,39,F,61.5,12206,7.4,1931,40,3.6,7.9,1
487,488,38,M,95.1,22360,4.1,6018,80.6,2.3,4,1
488,489,61,M,91.1,19070,2.9,4307,78.8,2.3,6.4,1
489,490,46,M,75.5,13200,7.7,2104,44.6,3.6,8.7,1
490,491,55,M,47.5,9191,10,1231,45.1,9.3,6.2,2
491,492,64,F,80.3,19325,2.4,5005,65.3,1.3,7.3,1
492,493,26,F,66.4,17123,6.4,2686,44.5,4.5,8.6,1
493,494,24,M,74.2,14670,5.3,1860,65.6,3.6,8.3,1
494,495,22,M,29.3,10306,6.7,940,66.6,8.4,4.6,2
495,496,53,M,41.1,9728,7.8,1071,22.1,9.4,3.4,2
496,497,38,M,46.1,10127,6.7,2202,57.8,4.7,8.6,2
497,498,26,M,114.2,19035,3.5,5774,75.3,2,5.8,1
498,499,55,F,92.1,22041,3.2,4249,83,3.5,5.4,1
499,500,29,M,85.1,18691,3.4,6786,87.1,4.5,5.1,1
500,501,61,M,35.6,2727,1.1,2263,13,4,3.2,2
501,502,26,F,39.7,9823,9.2,990,47.1,8.7,5.6,2
502,503,58,F,98.7,18571,2.9,5745,81.1,2.2,7.2,1
503,504,27,F,32.1,7780,8.6,769,50.1,10,5,2
504,505,36,M,35.5,8316,9.9,1213,77.7,9.1,5.4,2
505,506,35,M,27.3,8349,10.2,991,59.3,8.5,4.9,2
506,507,22,F,32.3,2688,1,1526,15,2.9,1.8,2
507,508,25,F,66.2,14183,6.9,2029,49.2,3.9,8.7,1
508,509,56,M,120.5,19310,1.6,6499,74.3,2.5,8.6,1
509,510,34,M,46.2,9290,11.4,735,44,8.3,5.7,2
510,511,44,M,95.9,19522,3.9,5394,69.6,4.1,8.7,1
511,512,33,M,89,14871,1.3,5234,78.9,3.3,9.9,1
512,513,57,M,93.1,23819,3.5,5520,68.1,2.5,6.8,1
513,514,45,F,75.7,14439,5.8,2485,50.8,4.5,9.1,1
514,515,27,M,58.9,2592,0.9,1178,29.7,4.5,2.4,2
515,516,24,M,32.6,7175,5.4,709,45,9.1,5.7,2
516,517,64,F,49.3,1282,1.7,2411,37.4,5,3.4,2
517,518,57,M,60.3,15267,5,1873,40.3,3.1,8.4,1
518,519,36,M,41.3,2456,0.5,1611,22.1,3.6,1.8,2
519,520,50,F,84.4,14572,6.8,2040,57.7,5,8.1,1
520,521,27,F,31,9570,8.2,929,64.9,6.8,6.2,2
521,522,36,F,53.2,11708,6.6,2607,42.8,4,8.8,1
522,523,53,M,82.8,17619,5,5359,78,3.5,6.5,1
523,524,49,F,54.4,15736,7,1900,42.6,5.9,7.9,1
524,525,41,F,55.9,1774,1.9,2343,28.1,4.5,2.5,2
525,526,39,F,64.9,14072,7.1,1855,60.6,3.5,7.3,1
526,527,38,F,51.7,3132,2.9,2138,41.4,2.5,2.5,2
527,528,37,M,60.5,2246,1.5,1631,34.9,3.2,2.2,2
528,529,48,M,15,8453,8.2,746,57.9,8.5,6,2
529,530,22,M,47.7,1728,1.2,2788,2,4,1.9,2
530,531,34,F,50.9,3095,0.7,1778,33.5,6.3,2.1,2
531,532,62,M,46.2,6288,8.9,538,43.2,7.5,4.5,2
532,533,35,F,27.2,8076,7.7,783,56.4,7.5,3.1,2
533,534,54,F,54.3,1406,0.2,1499,18,2.8,2.9,2
534,535,53,F,100.6,16676,1.9,5203,85.9,2.5,7,1
535,536,48,F,89.4,19098,2.5,5945,66.8,2,7,1
536,537,22,F,27.8,9078,7.6,869,58.7,9,5.1,2
537,538,55,F,84.2,12225,1.7,6834,77.5,2.7,7.8,1
538,539,44,M,56.9,14433,5.6,2267,47.3,3.5,7.9,1
539,540,39,F,28.7,8858,5.3,566,42.5,7.8,6.1,2
540,541,29,M,106.6,15224,3.5,5695,81.3,2.5,8.1,1
541,542,38,F,37.6,7884,7.7,892,42,8.9,5.1,2
542,543,33,F,38.7,9416,7.9,728,45.9,7.1,3,2
543,544,56,M,49.3,7793,9.4,988,65.5,8.2,4.8,2
544,545,39,M,101.5,18389,3.4,4406,85.1,5,9.3,1
545,546,33,F,29.4,7802,10.2,1136,55.9,9.6,4.4,2
546,547,38,M,55.7,7615,9,942,46,9.1,4.9,2
547,548,62,M,91.3,17847,4.6,6750,81.6,1.8,8.4,1
548,549,45,M,100,15533,3,5460,76.1,1.9,7.8,1
549,550,31,F,31,7361,10.7,792,48.5,8,4.4,2
550,551,29,M,48.2,1888,2.2,1745,34,4.4,1.7,2
551,552,56,M,39.6,8708,8.2,808,79.4,9.4,4.6,2
552,553,32,F,32.8,12016,8.3,864,47,7.6,3.8,1
553,554,55,M,38.8,9323,9.3,962,42.6,7.6,5.7,2
554,555,38,F,80.6,22331,1.4,5810,81,2.8,7.8,1
555,556,48,M,98.8,18958,1.8,5095,85.9,2.6,8.6,1
556,557,34,M,97.9,16322,3.3,5531,89.5,2.5,6.6,1
557,558,47,F,81.7,21384,2.7,5467,72.8,3.7,9.1,1
558,559,50,F,93.6,17016,2,5522,73.3,3.3,4.9,1
559,560,38,M,57.6,13891,3.3,2185,58.8,3.9,9.7,1
560,561,44,M,43.2,2247,1.9,1341,2,6.3,2.5,2
561,562,44,F,83.9,20671,3.4,6401,86.4,1.8,9.5,1
562,563,53,M,39.2,13056,8,779,47.6,8.5,4.1,1
563,564,63,M,105,21690,3.2,5527,61.1,1,7.3,1
564,565,52,M,66,11676,6.9,1639,45.2,2.7,9.2,1
565,566,25,F,35.4,8260,9.9,950,43.7,8.2,5.6,2
566,567,30,F,49.8,8608,10.9,1057,60.6,8.4,6.1,2
567,568,29,F,57.7,14902,5.2,2453,26.9,2.4,8.4,1
568,569,58,M,103.9,15070,5,5542,83.1,3.1,7,1
569,570,46,M,59.3,17902,5.7,1942,54.2,3.4,8.5,1
570,571,32,M,67,13841,7,2413,44.8,3.5,7.9,1
571,572,47,M,36.8,9989,8.7,1102,52.2,8.3,5.4,2
572,573,23,M,68.5,19860,7.3,1679,37.7,4.5,5.8,1
573,574,43,F,33.5,11101,8.7,737,50.6,8.8,6,2
574,575,63,M,21.7,9611,9.5,564,56.1,7.1,5.4,2
575,576,23,F,112.6,20116,4.3,4741,60.6,4,10,1
576,577,43,F,44.2,10186,12.9,1147,78.3,8.6,5.6,2
577,578,48,M,62.7,10829,5.8,1720,46.2,3.2,8.2,2
578,579,53,F,93.6,17334,2.2,5991,68.8,2.1,9,1
579,580,26,M,130,17687,4.6,5060,83.4,2.5,7.7,1
580,581,47,M,28.4,7803,8.7,1153,48.6,9.2,6.7,2
581,582,40,M,35.9,6033,9,836,49.4,7.9,3.2,2
582,583,36,M,51.3,1997,0.8,1148,30.6,5.4,2.7,2
583,584,35,F,40,1249,1.4,1781,41.6,2.5,4.2,2
584,585,41,M,95.4,15326,2.1,5198,68.8,3.2,6.5,1
585,586,54,F,38.1,1655,1.9,1847,13.9,2.4,2.5,2
586,587,55,F,94.9,14299,3.2,5544,85.8,1,8.2,1
587,588,53,F,60.4,2447,0.7,1990,28.3,4.5,2.6,2
588,589,22,F,67.5,9777,5.7,1649,47.4,4.8,10,2
589,590,42,M,22.2,9991,9,902,50.3,8.5,5.1,2
590,591,54,M,42.4,10405,6.7,1086,71.4,7.4,5.2,2
591,592,59,M,27.1,1965,2.3,1767,30.9,2.1,3.8,2
592,593,43,M,45.3,7603,12.2,760,66.7,7.6,5,2
593,594,37,F,54.1,15789,5.9,1819,30.3,3.6,6.8,1
594,595,33,M,84.9,19187,2.1,6163,67.2,1.4,6.6,1
595,596,44,F,39.3,9385,9.1,1355,56.3,9.6,3.5,2
596,597,35,F,64.6,14445,7.7,1763,36.5,4.3,9.1,1
597,598,33,M,101,13608,2.8,5240,82.9,4,9.2,1
598,599,24,M,83.8,16704,2.9,4588,78,3.1,9.3,1
599,600,47,M,67.8,9862,6.2,2397,54.4,3.1,9.6,2
600,601,31,F,74.1,13556,7.2,2088,54.7,4.5,8.4,1
601,602,54,F,99.4,17764,2.7,5328,89.5,1,6.1,1
602,603,27,M,43,9738,8.6,872,69,9,6.6,2
603,604,28,M,93.8,18166,2.2,5559,89.8,1,7.9,1
604,605,32,F,100.8,19097,0.6,5946,75.6,1.8,6,1
605,606,46,F,38.1,7226,10.2,826,39.8,9.4,2.9,2
606,607,31,M,90.7,17833,3.3,5778,74.7,1.9,7.4,1
607,608,57,M,38.3,7855,8.2,1061,53,8.6,7.9,2
608,609,33,F,31.5,2440,1.6,939,36.1,5,2.3,2
609,610,41,F,43.3,7163,10,1256,62.7,9.9,3.8,2
610,611,23,M,45.9,2421,1.4,1672,32.3,6,2.3,2
611,612,53,F,106.8,13994,3.4,4711,81.3,1,7.4,1
612,613,33,M,58.5,1205,0.8,2031,16.8,6.3,2.1,2
613,614,27,M,52.4,16242,6.7,1370,45.4,4.3,8.6,1
614,615,23,F,68.6,13128,8.4,1705,54.2,2.8,8.9,1
615,616,27,F,105.5,14332,4.1,3924,88.9,2,9,1
616,617,58,F,56.4,14287,7.3,1986,73.6,4,9.6,1
617,618,62,F,97.2,16522,2.9,6197,80.5,2.1,8.9,1
618,619,51,F,43.6,2819,1.4,1972,24.1,5,4.2,2
619,620,42,M,27.5,7627,9.7,1000,59.6,6.3,4.5,2
620,621,55,F,40,7646,9.9,960,51.5,8.9,4.5,2
621,622,32,M,63.5,13585,4.3,1967,36.7,2.4,10,1
622,623,35,M,49.4,9094,9.9,917,58.6,7.9,5.4,2
623,624,26,F,72.3,15343,3.6,1918,35.2,3.2,9.2,1
624,625,28,M,77.8,14266,5.8,2272,68.7,1.9,8.5,1
625,626,51,F,43,2676,1.4,1614,2,1.6,3.7,2
626,627,64,F,97.6,17706,5.5,5736,76.8,1.5,7.9,1
627,628,47,F,100.1,14759,2.7,5967,78.9,2.2,9.9,1
628,629,48,F,22.9,10469,8.4,856,73.9,7.4,5,2
629,630,42,F,44.4,2131,1.3,1779,28.8,2.3,3.7,2
630,631,54,M,37.6,2460,0.5,919,33.5,2.5,2,2
631,632,40,M,38.5,9026,6.2,783,45.2,8.9,4.9,2
632,633,47,M,39.4,9021,8.2,928,46.3,7.5,3.6,2
633,634,32,F,31.6,9503,8.2,1189,59.8,8.6,3.8,2
634,635,64,M,52.2,12835,5.9,2956,45.5,3.7,7.6,1
635,636,22,M,64,15734,5.3,2151,36.7,3,8.2,1
636,637,27,F,59.1,2940,1.2,1706,23.9,4.6,2.7,2
637,638,22,F,102.5,17179,3.3,6934,66.7,2.4,8.3,1
638,639,60,M,58.5,1980,1.1,1725,24.8,3.7,2.5,2
639,640,24,M,72.4,1978,1.1,1506,21.5,4.8,3.3,2
640,641,64,F,46.8,2970,1.5,2235,33,2.8,2.4,2
641,642,64,M,70.6,14884,7.6,1983,42.7,4.8,8.6,1
642,643,58,F,63.5,14045,5.9,2250,43.8,3.5,6.8,1
643,644,42,F,73.7,12892,6.5,2007,54.4,2.6,7.2,1
644,645,48,M,67.5,11804,7.8,2594,50,3.5,8.4,1
645,646,28,F,39.6,7847,10.5,694,64.6,8.8,3.8,2
646,647,37,M,45.2,2484,1,2182,23.4,7.3,2.7,2
647,648,50,M,31.6,1601,0.2,2294,9.3,5.9,3.6,2
648,649,60,F,89.5,21679,2.3,4786,72.1,2.2,8.7,1
649,650,35,F,28.3,3572,1.4,2312,14.4,3.5,3.5,2
650,651,26,M,96.9,20160,3.1,4789,74.7,2.9,8.6,1
651,652,31,M,92.5,21778,2.7,5464,80.7,2,7.4,1
652,653,64,M,65.4,12718,8.4,2441,55.6,6.2,9.2,1
653,654,52,F,62,14848,4.3,2818,37.2,5.5,9.1,1
654,655,29,F,53.7,1997,1,1412,16.9,2.5,2.2,2
655,656,53,F,52.5,1855,1.4,1734,14.7,4.4,2.8,2
656,657,64,F,69.3,11906,4.1,2446,53.1,3.2,9,1
657,658,24,M,51.2,13290,5.6,2416,47.1,3.9,9.4,1
658,659,49,F,79.2,7236,4.7,1877,62.9,2.7,8.9,2
659,660,58,M,68.6,14305,7.3,2819,40.8,5.1,8.5,1
660,661,33,M,44.5,2305,1.7,1943,31.4,5.6,1.2,2
661,662,33,M,64.9,12735,5.9,2231,28.3,5.8,9.7,1
662,663,36,F,60.5,16565,6.2,1729,66.5,5,8.2,1
663,664,27,F,37.7,1521,1.2,1953,38.2,5.3,2,2
664,665,23,M,48.3,7892,8,1033,32.3,7,6,2
665,666,56,M,92.7,17408,4.6,5569,78.3,4.4,7.5,1
666,667,48,M,49,3861,0.8,2419,52.3,3.3,2.8,2
667,668,32,M,83.4,16015,2,4874,76.8,2.8,7.6,1
668,669,30,F,104.3,12632,2.2,6054,81.2,2.6,8.6,1
669,670,50,F,85.2,20111,1.7,4702,71.9,3.1,7.1,1
670,671,47,M,51.3,1830,1.9,1345,40,4.5,2.3,2
671,672,27,M,37.3,7070,11,1067,72.1,9.3,7.2,2
672,673,29,M,36.9,2645,0.7,1929,30.5,2.4,3.3,2
673,674,36,F,113.9,18492,2.6,5157,88.6,1,8.9,1
674,675,29,F,27.9,8069,11.7,914,41,6.9,5,2
675,676,40,F,52,3546,0.5,1194,40.5,7.5,3.9,2
676,677,35,M,55.7,14266,6.9,2125,32.9,3.9,8.1,1
677,678,52,F,70.9,13391,7.9,2107,47.9,2.6,7.5,1
678,679,64,F,41.5,8306,7.4,1204,62.8,7.5,4.9,2
679,680,62,M,106,16487,1.3,5702,89.9,4.4,7,1
680,681,38,M,50.9,2832,1.9,1251,29.3,6.2,2.6,2
681,682,43,M,98.2,18506,1.3,5691,78.8,3.2,6.2,1
682,683,61,M,47.5,3490,1.4,2150,20.4,3.8,3.7,2
683,684,41,M,74.1,15431,5.5,2360,62.5,5.3,10,1
684,685,48,M,35,10158,10.6,937,58.3,7.8,4,2
685,686,57,M,33.8,11374,10,1137,50.2,8.3,5.6,1
686,687,24,M,44.4,2486,1.4,1674,18.8,6.4,2.8,2
687,688,55,F,51.6,18322,6.7,1881,50.1,6.4,8.7,1
688,689,59,M,94.8,21015,3.3,5135,78.6,3.9,7,1
689,690,55,F,96.6,21274,3.8,6593,79.2,1,5,1
690,691,50,M,58,2308,0.8,1335,20.7,5.6,1.7,2
691,692,55,F,52.7,3104,1.2,1936,16,1,1.1,2
692,693,50,M,37.2,7791,6,1041,74.2,6.8,5.1,2
693,694,59,M,39.8,6890,11.9,982,61.7,7.9,3.9,2
694,695,32,F,50.3,1715,1.3,2045,27.9,5.6,3.4,2
695,696,48,F,41.7,3216,1.8,1138,24.4,5.4,3.2,2
696,697,53,M,34.2,9591,9.1,822,64.4,7.8,6.5,2
697,698,52,M,43.4,6829,10.4,1130,46.7,9.5,5.7,2
698,699,62,M,62.9,15054,5.2,1904,43.6,3.7,8.5,1
699,700,63,M,75.3,12962,6.2,2787,38,4.9,8.6,1
700,701,50,F,49,4321,1.2,1378,25,6.2,2.1,2
701,702,26,F,40.6,2002,0.8,1453,7.4,5.8,1.8,2
702,703,62,F,84.5,13423,4.2,4680,88.4,2.8,8.5,1
703,704,27,M,46.3,9198,11.2,1166,51.9,7.1,4.9,2
704,705,30,F,82.5,24294,3.3,7168,78.8,4.3,8.2,1
705,706,22,M,42.1,7586,10.2,898,72.2,7.1,4.6,2
706,707,27,F,30.8,9085,9.4,891,42.9,9.3,5.2,2
707,708,44,M,38.7,8487,8.3,996,86.6,10,5.4,2
708,709,40,F,52.4,12943,4.9,1875,49.4,5.1,9.7,1
709,710,61,M,50,14135,8,1640,39.6,5.4,8.3,1
710,711,55,M,77.6,19956,2.8,6710,80.8,2.5,7.8,1
711,712,63,F,47.9,13911,5.8,1927,49.6,3.4,8.4,1
712,713,49,M,87,18879,2.7,5980,81.9,4.3,6.8,1
713,714,59,M,55.8,10639,5.4,1852,46.8,2.7,7.9,2
714,715,57,F,59,9719,5.8,2057,70.3,4.6,9.3,2
715,716,21,F,54.2,10208,5.6,2374,39.8,4.7,9.5,2
716,717,60,F,41.8,2067,1.8,1892,35.8,2.9,3.1,2
717,718,61,M,97.6,16196,3.9,5433,75.2,1.4,9.7,1
718,719,44,M,86.3,19099,3.2,5272,89.6,1.2,8.2,1
719,720,55,F,43.3,2958,1.1,1824,25.1,6.3,2.9,2
720,721,43,F,41.1,10228,9.3,1236,61.9,8.7,4.6,2
721,722,27,M,44.5,2637,1.7,1841,15.6,2.9,4.8,2
722,723,38,M,57.4,13565,4.9,2396,43.7,3.6,7.7,1
723,724,44,F,66.4,11132,4.3,2065,50.7,2.3,8.6,2
724,725,61,F,32.8,2703,1.9,1779,16.6,2.1,2.8,2
725,726,21,M,40.1,9833,5.7,733,53.6,9.5,5.8,2
726,727,43,M,37.7,10105,9.6,1084,44.8,8.6,5.1,2
727,728,54,F,62.3,7956,6,2227,44.5,5.4,7.5,2
728,729,52,M,55.6,12390,5.7,2799,59.9,3.2,10,1
729,730,61,M,70.5,9524,6.2,2456,34.3,4,9.1,2
730,731,33,M,89.9,14165,4.5,5291,86.8,2,8.5,1
731,732,31,F,63.5,2971,2.1,1971,27.7,4.9,1.4,2
732,733,54,M,65.6,10712,6.1,2351,47.5,6.1,7.4,2
733,734,21,M,45.5,10738,12.4,857,59,8.2,4.9,2
734,735,22,M,32.9,3030,1.8,1323,2,8.8,2.9,2
735,736,53,M,40.1,1088,1.4,1325,22.3,7.6,3.5,2
736,737,58,F,100.8,20944,3.6,6375,83.1,3.4,7.4,1
737,738,52,F,45.8,3002,1.2,1427,31.9,7.2,3.1,2
738,739,58,F,35.4,10962,10.2,1011,50.2,9.3,4.6,2
739,740,47,M,46.6,9373,8.6,701,68.2,8.3,5.8,2
740,741,50,M,34.7,7509,10.4,1081,33.7,7.7,3.7,2
741,742,58,M,53.4,3878,0.9,1392,18.8,2.7,1.4,2
742,743,48,F,47.7,3014,0.9,2535,25.2,4.8,2.2,2
743,744,26,M,53.5,9185,6.2,2113,56.4,4.4,8.6,2
744,745,34,M,53.1,18641,6.3,1933,42.6,4.1,9.8,1
745,746,55,M,49,1790,1.5,2036,17.1,5.2,1.8,2
746,747,43,F,42.4,9226,7,999,65.4,7.4,6.1,2
747,748,31,F,65.9,13880,7.2,1634,35.5,4.9,8.3,1
748,749,30,M,90.1,20074,2.6,5797,81.5,3.7,8.7,1
749,750,32,M,47.3,2475,1.8,2514,10,4.5,2.6,2
750,751,38,F,42.8,10269,8.8,861,62,6.6,4.8,2
751,752,49,M,47.5,10414,10.1,672,63.7,8.9,5.2,2
752,753,53,M,95.8,21933,1.5,4854,48.8,2.4,5.8,1
753,754,46,M,79.4,14341,3.2,6072,94.5,1.6,8.1,1
754,755,31,M,40.3,2521,1.5,2089,43.9,4.8,1,2
755,756,25,M,38.7,9442,9.2,839,67.2,10,6.3,2
756,757,64,M,38,4438,1.7,2249,28.6,1,3.2,2
757,758,36,M,58.4,15031,7.5,2040,37.9,4.7,9,1
758,759,22,F,51,1619,1.3,1836,26.8,3.2,3.6,2
759,760,51,M,62.1,14405,4.3,2180,48.7,3.6,7.4,1
760,761,44,M,83.6,19594,2.2,5444,83.4,1.4,10,1
761,762,54,M,37.9,8918,8.9,1108,24.8,7.9,3.7,2
762,763,63,M,34.4,1444,1.1,1606,32.9,5.5,2.3,2
763,764,40,M,33.5,2374,0.8,2234,33.7,3.1,4.4,2
764,765,60,M,95.8,17593,1.4,6549,82.4,2.5,5.4,1
765,766,29,M,61.7,13557,8,2431,45.7,5.8,8.9,1
766,767,40,F,55.9,14258,7.9,2004,29.6,4,7.6,1
767,768,43,F,115.7,18494,1.5,6082,73.2,4.3,7.2,1
768,769,30,M,56.3,16121,6.7,1868,51.3,4.7,9,1
769,770,59,F,35.6,8298,10.7,1068,45.6,6.9,5.4,2
770,771,39,M,100.2,17387,5.6,6234,78.6,3.2,9.3,1
771,772,52,F,94.5,19755,4.5,5592,77.4,2.8,5.2,1
772,773,24,M,110.7,17335,4.6,5510,80,1,8.2,1
773,774,48,M,90.5,19827,3.4,5642,77.5,3,7.1,1
774,775,59,M,90.3,16514,1.3,6007,82,2.5,6.5,1
775,776,38,M,42.7,2758,0.9,1720,26.2,4,3.9,2
776,777,26,F,48.4,13155,7.4,2161,62.4,4.1,9.6,1
777,778,38,F,45.1,2372,0.9,1277,21.4,7.1,2,2
778,779,47,F,66.4,11577,7.9,1694,41.4,3.4,9.3,1
779,780,44,F,63.2,13765,3.5,1999,54.1,3.7,7.7,1
780,781,46,F,51.1,15759,8.4,2263,57.8,3.5,7.3,1
781,782,45,F,20.6,9905,6.8,958,68.7,7.5,4,2
782,783,31,F,59.6,12134,5.1,2154,38.4,4.5,9.5,1
783,784,56,F,42,10079,6.8,1831,38.4,4.6,10,2
784,785,57,M,40.9,3633,1.1,2119,27.9,5.3,2.8,2
785,786,34,F,49.9,2545,1.5,1779,34.1,4.9,2.1,2
786,787,40,F,36,8026,7.8,1157,47.3,6.8,3.6,2
787,788,53,M,78.5,18586,1.8,5407,79.6,3.3,8.2,1
788,789,64,F,102.8,19179,3.7,5353,84.9,1.5,6.4,1
789,790,59,M,26.8,8543,7.6,877,53.4,8.7,3.6,2
790,791,52,M,107,17527,1.3,4917,78.6,1.7,6.7,1
791,792,24,F,56.7,2762,0.8,2371,28.9,4.8,2.8,2
792,793,39,M,35.9,1673,1.2,2106,2,4.2,1,2
793,794,35,M,57.7,13997,8,1920,69.2,3.7,7.7,1
794,795,36,M,34.5,2757,0.8,1092,30.6,3.7,2.4,2
795,796,30,M,42.5,7823,8.8,640,71.9,9.5,4.2,2
796,797,34,F,44,8741,8.3,1109,66.6,7.8,6.4,2
